speaker,L1,word,wav_path,start,end
AG,fr,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AG\ag_fra_list1_FRcorp27.wav,1.61,1.91
AG,fr,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AG\ag_fra_list1_FRcorp40.wav,1.70291,1.98
AG,fr,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AG\ag_fra_list1_FRcorp62.wav,1.43,1.73
AG,fr,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AG\ag_fra_list1_FRcorp65.wav,1.0,1.27
AG,fr,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AG\ag_fra_list1_FRcorp7.wav,1.67676,2.02652
AG,fr,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AG\ag_fra_list1_FRcorp11.wav,1.95628,2.40699
AG,fr,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AG\ag_fra_list1_FRcorp19.wav,1.41,1.84
AG,fr,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AG\ag_fra_list1_FRcorp25.wav,1.71758,2.07
AG,fr,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AG\ag_fra_list1_FRcorp39.wav,1.42386,1.78552
AG,fr,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AG\ag_fra_list1_FRcorp56.wav,1.81,2.26977
AG,fr,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AG\ag_fra_list1_FRcorp74.wav,1.38,1.86
AG,fr,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AG\ag_fra_list1_FRcorp22.wav,1.8863,2.6597
AG,fr,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AG\ag_fra_list1_FRcorp33.wav,1.12,1.9
AG,fr,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AG\ag_fra_list1_FRcorp48.wav,1.57,2.42
AG,fr,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AG\ag_fra_list1_FRcorp6.wav,1.88057,2.71
AG,fr,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AG\ag_fra_list1_FRcorp60.wav,1.13,1.84
AG,fr,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AG\ag_fra_list1_FRcorp75.wav,1.41,2.15
AG,fr,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AG\ag_fra_list1_FRcorp2.wav,1.65,2.12
AG,fr,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AG\ag_fra_list1_FRcorp23.wav,1.3,1.77
AG,fr,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AG\ag_fra_list1_FRcorp31.wav,1.54859,2.03
AG,fr,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AG\ag_fra_list1_FRcorp38.wav,1.2,1.59
AG,fr,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AG\ag_fra_list1_FRcorp51.wav,1.49,2.0449
AG,fr,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AG\ag_fra_list1_FRcorp69.wav,1.93,2.42
AG,fr,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AG\ag_fra_list1_FRcorp13.wav,1.54448,2.06
AG,fr,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AG\ag_fra_list1_FRcorp15.wav,1.49054,2.01
AG,fr,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AG\ag_fra_list1_FRcorp32.wav,1.35374,1.86
AG,fr,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AG\ag_fra_list1_FRcorp50.wav,1.57534,2.05
AG,fr,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AG\ag_fra_list1_FRcorp57.wav,1.62203,2.13
AG,fr,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AG\ag_fra_list1_FRcorp78.wav,1.19291,1.66484
AG,fr,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AG\ag_fra_list1_FRcorp16.wav,1.49,1.8
AG,fr,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AG\ag_fra_list1_FRcorp34.wav,1.74,2.03
AG,fr,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AG\ag_fra_list1_FRcorp44.wav,1.57,1.91
AG,fr,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AG\ag_fra_list1_FRcorp53.wav,1.44,1.7315
AG,fr,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AG\ag_fra_list1_FRcorp77.wav,1.64,1.9467
AG,fr,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AG\ag_fra_list1_FRcorp9.wav,1.71956,2.04
AN,fr,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp14.wav,0.55,0.986
AN,fr,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp26.wav,0.5,0.929
AN,fr,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp3.wav,0.69,1.1207
AN,fr,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp41.wav,0.58,1.02018
AN,fr,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp58.wav,0.67,1.13046
AN,fr,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp67.wav,0.56,1.05155
AN,fr,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp20.wav,0.71,1.04368
AN,fr,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp29.wav,0.65,0.98
AN,fr,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp45.wav,0.65299,0.99845
AN,fr,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp5.wav,0.69182,1.02
AN,fr,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp52.wav,0.58,0.95
AN,fr,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp68.wav,0.46,0.82
AN,fr,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp12.wav,0.69,1.06
AN,fr,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp35.wav,0.77,1.17
AN,fr,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp47.wav,0.48,0.89
AN,fr,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp55.wav,0.55,0.98
AN,fr,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp66.wav,0.55,0.97
AN,fr,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp71.wav,0.59,1.04
AN,fr,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp21.wav,0.55558,0.94
AN,fr,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp30.wav,0.70415,1.03
AN,fr,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp4.wav,0.70807,1.0137
AN,fr,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp43.wav,0.76075,1.07
AN,fr,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp63.wav,0.57357,0.93
AN,fr,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp76.wav,0.60772,0.97
AN,fr,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp1.wav,1.11211,1.47292
AN,fr,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp18.wav,0.62,0.99415
AN,fr,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp28.wav,0.68994,1.04
AN,fr,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp49.wav,0.61,1.00667
AN,fr,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp54.wav,0.49,0.92375
AN,fr,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp72.wav,0.55,1.01
AN,fr,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp10.wav,0.62,1.26
AN,fr,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp36.wav,0.58,1.23
AN,fr,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp46.wav,0.47257,1.13
AN,fr,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp61.wav,0.48,1.12
AN,fr,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp70.wav,0.59,1.32
AN,fr,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp73.wav,0.53,1.25
AN,fr,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp17.wav,0.5708,0.81
AN,fr,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp27.wav,0.64348,0.88594
AN,fr,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp40.wav,0.72911,0.96277
AN,fr,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp62.wav,0.59919,0.83
AN,fr,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp65.wav,0.65,0.93931
AN,fr,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp7.wav,0.61,0.83283
AN,fr,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp11.wav,0.78072,1.1
AN,fr,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp19.wav,0.69,1.05028
AN,fr,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp25.wav,0.65026,0.96161
AN,fr,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp39.wav,0.58,0.93729
AN,fr,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp56.wav,0.64,1.02315
AN,fr,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp74.wav,0.57629,0.94
AN,fr,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp22.wav,0.54,1.2
AN,fr,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp33.wav,0.67,1.31
AN,fr,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp48.wav,0.55,1.16
AN,fr,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp6.wav,0.62597,1.28
AN,fr,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp60.wav,0.55,1.13914
AN,fr,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp75.wav,0.63,1.25433
AN,fr,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp2.wav,0.69,1.05
AN,fr,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp23.wav,0.56014,0.90743
AN,fr,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp31.wav,0.62,0.98815
AN,fr,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp38.wav,0.7,1.08578
AN,fr,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp51.wav,0.44,0.86
AN,fr,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp69.wav,0.50319,0.9302
AN,fr,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp13.wav,0.63074,1.06284
AN,fr,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp15.wav,0.55239,0.94501
AN,fr,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp32.wav,0.5658,0.94061
AN,fr,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp50.wav,0.45,0.9
AN,fr,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp57.wav,0.77585,1.21
AN,fr,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp78.wav,0.50899,0.97
AN,fr,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp16.wav,0.67,0.89591
AN,fr,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp34.wav,0.67,0.89
AN,fr,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp44.wav,0.69,0.93
AN,fr,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp53.wav,0.53,0.78
AN,fr,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp77.wav,0.54,0.82147
AN,fr,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AN\an_fra_list1_FRcorp9.wav,0.76,1.00105
AR,fr,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp14.wav,0.75,1.27
AR,fr,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp26.wav,0.61332,1.14105
AR,fr,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp3.wav,0.77219,1.40314
AR,fr,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp41.wav,0.52,1.03
AR,fr,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp58.wav,0.69424,1.24
AR,fr,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp67.wav,0.58,1.08179
AR,fr,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp20.wav,0.66,1.07
AR,fr,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp29.wav,0.68,1.09
AR,fr,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp45.wav,0.51,0.86
AR,fr,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp5.wav,0.77,1.17723
AR,fr,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp52.wav,0.66,1.0592
AR,fr,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp68.wav,0.53,0.88
AR,fr,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp12.wav,0.52,0.97642
AR,fr,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp35.wav,0.56798,0.97899
AR,fr,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp47.wav,0.59,1.01
AR,fr,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp55.wav,0.66817,1.08
AR,fr,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp66.wav,0.66,1.09
AR,fr,garage,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp71.wav,0.64727,1.06
AR,fr,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp21.wav,0.72195,1.09
AR,fr,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp30.wav,0.79,1.16
AR,fr,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp4.wav,0.9148,1.37
AR,fr,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp43.wav,0.54342,0.92
AR,fr,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp63.wav,0.84845,1.2
AR,fr,hier,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp76.wav,0.58,0.95
AR,fr,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp1.wav,0.8,1.21235
AR,fr,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp18.wav,0.79834,1.30248
AR,fr,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp28.wav,0.64,1.1
AR,fr,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp49.wav,0.72,1.15
AR,fr,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp54.wav,0.75945,1.17098
AR,fr,j'en chie,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp72.wav,0.59031,1.01
AR,fr,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp10.wav,0.62,1.4
AR,fr,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp36.wav,0.7,1.46
AR,fr,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp46.wav,0.53,1.24
AR,fr,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp61.wav,0.59,1.31
AR,fr,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp70.wav,0.51,1.2
AR,fr,juxtaposer,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp73.wav,0.57068,1.29
AR,fr,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp17.wav,0.60616,0.97
AR,fr,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp27.wav,0.69,1.02083
AR,fr,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp40.wav,0.61,0.96249
AR,fr,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp62.wav,0.59891,0.92823
AR,fr,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp65.wav,0.71,0.97
AR,fr,louche,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp7.wav,0.83,1.23234
AR,fr,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp11.wav,0.59,1.04
AR,fr,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp19.wav,0.66,1.11
AR,fr,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp25.wav,0.56686,1.01
AR,fr,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp39.wav,0.46,0.88
AR,fr,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp56.wav,0.55356,0.97
AR,fr,pas ceux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp74.wav,0.64,1.08
AR,fr,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp22.wav,0.53,1.29
AR,fr,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp33.wav,0.64724,1.3964
AR,fr,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp48.wav,0.62,1.35
AR,fr,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp6.wav,0.78,1.61789
AR,fr,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp60.wav,0.63,1.34173
AR,fr,pour gabriel,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp75.wav,0.67,1.39
AR,fr,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp2.wav,0.701,1.20568
AR,fr,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp23.wav,0.66,1.13
AR,fr,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp31.wav,0.75,1.22
AR,fr,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp38.wav,0.61176,1.01
AR,fr,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp51.wav,0.58,1.02
AR,fr,sérieux,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp69.wav,0.58,1.0349
AR,fr,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp13.wav,0.58707,1.06546
AR,fr,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp15.wav,0.61087,1.09
AR,fr,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp32.wav,0.76786,1.27
AR,fr,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp50.wav,0.68023,1.14174
AR,fr,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp57.wav,0.6482,1.12349
AR,fr,tsarine,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp78.wav,0.56677,1.01
AR,fr,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp16.wav,0.63,0.94377
AR,fr,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp34.wav,0.73,1.05
AR,fr,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp44.wav,0.43,0.74
AR,fr,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp53.wav,0.66,0.99833
AR,fr,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp77.wav,0.6,0.96
AR,fr,tulle,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\AR\ar_fra_list1_FRcorp9.wav,0.7,1.06825
CB,fr,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp14.wav,0.81,1.31
CB,fr,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp26.wav,0.77,1.30445
CB,fr,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp3.wav,0.86,1.34
CB,fr,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp41.wav,0.78,1.41016
CB,fr,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp58.wav,0.82,1.6
CB,fr,cache cache,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp67.wav,0.72,1.4
CB,fr,divan,ru-fr_interference\2\wav_et_textgrids\FRcorp_textgrids_only\CB\cb_fra_list1_FRcorp20.wav,0.93347,1.44
